Время;Канал A
-1,09594987;0,00158696
-1,09589987;0,00158696
-1,09584987;0,00158696
-1,09579987;0,00158696
-1,09574987;0,00158696
-1,09569987;0,00158696
-1,09564987;0,00158696
-1,09559987;0,00158696
-1,09554987;0,00158696
-1,09549987;0,00158696
-1,09544987;0,00158696
-1,09539987;0,00158696
-1,09534987;0,00158696
-1,09529987;0,00158696
-1,09524987;-0,01635792
-1,09519987;0,00158696
-1,09514987;0,00158696
-1,09509987;-0,01635792
-1,09504987;0,00158696
-1,09499987;0,00158696
-1,09494987;0,00158696
-1,09489987;0,00158696
-1,09484987;0,00158696
-1,09479987;-0,01635792
-1,09474987;0,00158696
-1,09469987;0,00158696
-1,09464987;0,00158696
-1,09459987;0,00158696
-1,09454987;0,00158696
-1,09449987;0,00158696
-1,09444987;0,00158696
-1,09439987;0,00158696
-1,09434987;0,00158696
-1,09429987;0,00158696
-1,09424987;0,00158696
-1,09419987;0,00158696
-1,09414987;-0,01635792
-1,09409987;0,00158696
-1,09404987;0,00158696
-1,09399987;0,00158696
-1,09394987;0,00158696
-1,09389987;0,00158696
-1,09384987;-0,01635792
-1,09379987;0,00158696
-1,09374987;-0,01635792
-1,09369987;0,00158696
-1,09364987;0,00158696
-1,09359987;0,00158696
-1,09354987;0,00158696
-1,09349987;0,00158696
-1,09344987;0,00158696
-1,09339987;-0,01635792
-1,09334987;0,00158696
-1,09329987;0,00158696
-1,09324987;0,00158696
-1,09319987;0,00158696
-1,09314987;0,00158696
-1,09309987;0,00158696
-1,09304987;0,00158696
-1,09299987;-0,01635792
-1,09294987;0,00158696
-1,09289987;0,00158696
-1,09284987;-0,01635792
-1,09279987;0,00158696
-1,09274987;0,00158696
-1,09269987;0,00158696
-1,09264987;0,00158696
-1,09259987;0,00158696
-1,09254987;0,00158696
-1,09249987;0,00158696
-1,09244987;0,00158696
-1,09239987;0,00158696
-1,09234987;0,00158696
-1,09229987;0,00158696
-1,09224987;0,00158696
-1,09219987;0,00158696
-1,09214987;0,00158696
-1,09209987;0,00158696
-1,09204987;0,00158696
-1,09199987;0,00158696
-1,09194987;0,00158696
-1,09189987;0,00158696
-1,09184987;0,00158696
-1,09179987;0,00158696
-1,09174987;0,00158696
-1,09169987;0,00158696
-1,09164987;-0,01635792
-1,09159987;0,00158696
-1,09154987;0,00158696
-1,09149987;0,00158696
-1,09144987;0,00158696
-1,09139987;0,00158696
-1,09134987;0,00158696
-1,09129987;0,00158696
-1,09124987;0,00158696
-1,09119987;0,00158696
-1,09114987;0,00158696
-1,09109987;0,00158696
-1,09104987;0,00158696
-1,09099987;0,00158696
-1,09094987;0,00158696
-1,09089987;0,00158696
-1,09084987;0,00158696
-1,09079987;0,00158696
-1,09074987;0,00158696
-1,09069987;0,00158696
-1,09064987;0,00158696
-1,09059987;0,00158696
-1,09054987;0,00158696
-1,09049987;0,00158696
-1,09044987;0,00158696
-1,09039987;0,00158696
-1,09034987;0,00158696
-1,09029987;0,00158696
-1,09024987;0,00158696
-1,09019987;-0,01635792
-1,09014987;0,00158696
-1,09009987;0,00158696
-1,09004987;0,00158696
-1,08999987;0,00158696
-1,08994987;0,00158696
-1,08989987;0,00158696
-1,08984987;0,00158696
-1,08979987;0,00158696
-1,08974987;0,00158696
-1,08969987;0,00158696
-1,08964987;0,00158696
-1,08959987;-0,01635792
-1,08954987;0,00158696
-1,08949987;0,00158696
-1,08944987;0,00158696
-1,08939987;0,00158696
-1,08934987;0,00158696
-1,08929987;0,00158696
-1,08924987;0,00158696
-1,08919987;0,00158696
-1,08914987;0,00158696
-1,08909987;0,00158696
-1,08904987;0,00158696
-1,08899987;0,00158696
-1,08894987;0,00158696
-1,08889987;0,00158696
-1,08884987;0,00158696
-1,08879987;0,00158696
-1,08874987;0,00158696
-1,08869987;0,00158696
-1,08864987;0,00158696
-1,08859987;0,00158696
-1,08854987;0,00158696
-1,08849987;0,00158696
-1,08844987;0,00158696
-1,08839987;0,00158696
-1,08834987;0,00158696
-1,08829987;0,00158696
-1,08824987;0,00158696
-1,08819987;0,00158696
-1,08814987;0,00158696
-1,08809987;0,00158696
-1,08804987;0,00158696
-1,08799987;0,00158696
-1,08794987;0,00158696
-1,08789987;-0,01635792
-1,08784987;0,00158696
-1,08779987;0,00158696
-1,08774987;0,00158696
-1,08769987;0,00158696
-1,08764987;0,00158696
-1,08759987;0,00158696
-1,08754987;0,00158696
-1,08749987;0,00158696
-1,08744987;0,00158696
-1,08739987;0,00158696
-1,08734987;0,00158696
-1,08729987;0,00158696
-1,08724987;0,00158696
-1,08719987;0,00158696
-1,08714987;0,00158696
-1,08709987;0,00158696
-1,08704987;0,00158696
-1,08699987;0,00158696
-1,08694987;0,00158696
-1,08689987;0,00158696
-1,08684987;0,00158696
-1,08679987;0,00158696
-1,08674987;0,00158696
-1,08669987;0,00158696
-1,08664987;0,00158696
-1,08659987;0,00158696
-1,08654987;-0,01635792
-1,08649987;0,00158696
-1,08644987;0,00158696
-1,08639987;0,00158696
-1,08634987;0,00158696
-1,08629987;0,00158696
-1,08624987;0,00158696
-1,08619987;-0,01635792
-1,08614987;0,00158696
-1,08609987;0,00158696
-1,08604987;0,00158696
-1,08599987;0,00158696
-1,08594987;0,00158696
-1,08589987;0,00158696
-1,08584987;0,00158696
-1,08579987;0,00158696
-1,08574987;0,00158696
-1,08569987;0,00158696
-1,08564987;0,00158696
-1,08559987;0,00158696
-1,08554987;0,00158696
-1,08549987;-0,01635792
-1,08544987;0,00158696
-1,08539987;0,00158696
-1,08534987;0,00158696
-1,08529987;0,00158696
-1,08524987;0,00158696
-1,08519987;0,00158696
-1,08514987;0,00158696
-1,08509987;0,00158696
-1,08504987;0,00158696
-1,08499987;0,00158696
-1,08494987;0,00158696
-1,08489987;0,00158696
-1,08484987;0,00158696
-1,08479987;0,00158696
-1,08474987;0,00158696
-1,08469987;0,00158696
-1,08464987;0,00158696
-1,08459987;0,00158696
-1,08454987;0,00158696
-1,08449987;0,00158696
-1,08444987;0,00158696
-1,08439987;0,00158696
-1,08434987;-0,01635792
-1,08429987;0,00158696
-1,08424987;0,00158696
-1,08419987;0,00158696
-1,08414987;0,00158696
-1,08409987;0,00158696
-1,08404987;0,00158696
-1,08399987;0,00158696
-1,08394987;0,00158696
-1,08389987;0,00158696
-1,08384987;0,00158696
-1,08379987;0,00158696
-1,08374987;0,00158696
-1,08369987;0,00158696
-1,08364987;0,00158696
-1,08359987;0,00158696
-1,08354987;0,00158696
-1,08349987;0,00158696
-1,08344987;0,00158696
-1,08339987;0,00158696
-1,08334987;0,00158696
-1,08329987;0,00158696
-1,08324987;0,00158696
-1,08319987;0,00158696
-1,08314987;0,00158696
-1,08309987;0,00158696
-1,08304987;0,00158696
-1,08299987;0,00158696
-1,08294987;0,00158696
-1,08289987;0,00158696
-1,08284987;0,00158696
-1,08279987;-0,01635792
-1,08274987;0,00158696
-1,08269987;0,00158696
-1,08264987;0,00158696
-1,08259987;0,00158696
-1,08254987;-0,01635792
-1,08249987;0,00158696
-1,08244987;0,00158696
-1,08239987;0,00158696
-1,08234987;-0,01635792
-1,08229987;0,00158696
-1,08224987;0,00158696
-1,08219987;0,00158696
-1,08214987;0,00158696
-1,08209987;0,00158696
-1,08204987;0,00158696
-1,08199987;0,00158696
-1,08194987;0,00158696
-1,08189987;0,00158696
-1,08184987;0,00158696
-1,08179987;0,00158696
-1,08174987;0,00158696
-1,08169987;0,00158696
-1,08164987;0,00158696
-1,08159987;0,00158696
-1,08154987;0,00158696
-1,08149987;0,00158696
-1,08144987;0,00158696
-1,08139987;0,00158696
-1,08134987;0,00158696
-1,08129987;0,00158696
-1,08124987;0,00158696
-1,08119987;0,00158696
-1,08114987;0,00158696
-1,08109987;0,00158696
-1,08104987;0,00158696
-1,08099987;0,00158696
-1,08094987;0,00158696
-1,08089987;0,00158696
-1,08084987;0,00158696
-1,08079987;0,00158696
-1,08074987;0,00158696
-1,08069987;0,00158696
-1,08064987;0,00158696
-1,08059987;0,00158696
-1,08054987;0,00158696
-1,08049987;0,00158696
-1,08044987;0,00158696
-1,08039987;0,00158696
-1,08034987;0,00158696
-1,08029987;0,00158696
-1,08024987;0,00158696
-1,08019987;0,00158696
-1,08014987;-0,01635792
-1,08009987;0,00158696
-1,08004987;0,00158696
-1,07999987;0,00158696
-1,07994987;0,00158696
-1,07989987;0,00158696
-1,07984987;0,00158696
-1,07979987;0,00158696
-1,07974987;0,00158696
-1,07969987;0,00158696
-1,07964987;0,00158696
-1,07959987;0,00158696
-1,07954987;0,00158696
-1,07949987;0,00158696
-1,07944987;0,00158696
-1,07939987;0,00158696
-1,07934987;0,00158696
-1,07929987;0,00158696
-1,07924987;0,00158696
-1,07919987;0,00158696
-1,07914987;0,00158696
-1,07909987;0,00158696
-1,07904987;-0,01635792
-1,07899987;0,00158696
-1,07894987;0,00158696
-1,07889987;0,00158696
-1,07884987;0,00158696
-1,07879987;0,00158696
-1,07874987;0,00158696
-1,07869987;0,00158696
-1,07864987;0,00158696
-1,07859987;0,00158696
-1,07854987;0,00158696
-1,07849987;0,00158696
-1,07844987;0,00158696
-1,07839987;0,00158696
-1,07834987;0,00158696
-1,07829987;0,00158696
-1,07824987;0,00158696
-1,07819987;0,00158696
-1,07814987;0,00158696
-1,07809987;0,00158696
-1,07804987;0,00158696
-1,07799987;0,00158696
-1,07794987;0,00158696
-1,07789987;0,00158696
-1,07784987;0,00158696
-1,07779987;0,00158696
-1,07774987;0,00158696
-1,07769987;0,00158696
-1,07764987;0,00158696
-1,07759987;0,00158696
-1,07754987;0,00158696
-1,07749987;0,00158696
-1,07744987;0,00158696
-1,07739987;0,00158696
-1,07734987;0,00158696
-1,07729987;0,00158696
-1,07724987;0,00158696
-1,07719987;0,00158696
-1,07714987;0,00158696
-1,07709987;0,00158696
-1,07704987;0,00158696
-1,07699987;0,00158696
-1,07694987;0,00158696
-1,07689987;0,00158696
-1,07684987;0,00158696
-1,07679987;0,00158696
-1,07674987;0,00158696
-1,07669987;0,00158696
-1,07664987;0,00158696
-1,07659987;0,00158696
-1,07654987;0,00158696
-1,07649987;0,00158696
-1,07644987;0,00158696
-1,07639987;0,00158696
-1,07634987;0,00158696
-1,07629987;0,00158696
-1,07624987;0,00158696
-1,07619987;0,00158696
-1,07614987;-0,01635792
-1,07609987;0,00158696
-1,07604987;0,00158696
-1,07599987;0,00158696
-1,07594987;0,00158696
-1,07589987;0,00158696
-1,07584987;0,00158696
-1,07579987;0,00158696
-1,07574987;0,00158696
-1,07569987;0,00158696
-1,07564987;0,00158696
-1,07559987;0,00158696
-1,07554987;0,00158696
-1,07549987;0,00158696
-1,07544987;0,00158696
-1,07539987;0,00158696
-1,07534987;0,00158696
-1,07529987;0,00158696
-1,07524987;0,00158696
-1,07519987;0,00158696
-1,07514987;0,00158696
-1,07509987;0,00158696
-1,07504987;0,00158696
-1,07499987;0,00158696
-1,07494987;0,00158696
-1,07489987;0,00158696
-1,07484987;-0,01635792
-1,07479987;0,00158696
-1,07474987;0,00158696
-1,07469987;0,00158696
-1,07464987;0,00158696
-1,07459987;0,00158696
-1,07454987;0,00158696
-1,07449987;0,00158696
-1,07444987;0,00158696
-1,07439987;0,00158696
-1,07434987;0,00158696
-1,07429987;-0,01635792
-1,07424987;0,00158696
-1,07419987;0,00158696
-1,07414987;0,00158696
-1,07409987;0,00158696
-1,07404987;-0,01635792
-1,07399987;0,00158696
-1,07394987;0,00158696
-1,07389987;0,00158696
-1,07384987;0,00158696
-1,07379987;0,00158696
-1,07374987;0,00158696
-1,07369987;0,00158696
-1,07364987;-0,01635792
-1,07359987;0,00158696
-1,07354987;0,00158696
-1,07349987;0,00158696
-1,07344987;0,00158696
-1,07339987;0,00158696
-1,07334987;0,00158696
-1,07329987;0,00158696
-1,07324987;0,00158696
-1,07319987;0,00158696
-1,07314987;0,00158696
-1,07309987;0,00158696
-1,07304987;0,00158696
-1,07299987;0,00158696
-1,07294987;0,00158696
-1,07289987;0,00158696
-1,07284987;0,00158696
-1,07279987;0,00158696
-1,07274987;0,00158696
-1,07269987;0,00158696
-1,07264987;0,00158696
-1,07259987;0,00158696
-1,07254987;0,00158696
-1,07249987;0,00158696
-1,07244987;0,00158696
-1,07239987;0,00158696
-1,07234987;0,00158696
-1,07229987;0,00158696
-1,07224987;0,00158696
-1,07219987;0,00158696
-1,07214987;0,00158696
-1,07209987;0,00158696
-1,07204987;0,00158696
-1,07199987;0,00158696
-1,07194987;0,00158696
-1,07189987;0,00158696
-1,07184987;0,00158696
-1,07179987;0,00158696
-1,07174987;0,00158696
-1,07169987;0,00158696
-1,07164987;0,00158696
-1,07159987;0,00158696
-1,07154987;0,00158696
-1,07149987;-0,01635792
-1,07144987;0,00158696
-1,07139987;-0,01635792
-1,07134987;0,00158696
-1,07129987;0,00158696
-1,07124987;0,00158696
-1,07119987;0,00158696
-1,07114987;0,00158696
-1,07109987;0,00158696
-1,07104987;0,00158696
-1,07099987;0,00158696
-1,07094987;0,00158696
-1,07089987;0,00158696
-1,07084987;0,00158696
-1,07079987;0,00158696
-1,07074987;0,00158696
-1,07069987;-0,01635792
-1,07064987;0,00158696
-1,07059987;0,00158696
-1,07054987;0,00158696
-1,07049987;0,00158696
-1,07044987;0,00158696
-1,07039987;0,00158696
-1,07034987;0,00158696
-1,07029987;0,00158696
-1,07024987;0,00158696
-1,07019987;0,00158696
-1,07014987;0,00158696
-1,07009987;0,00158696
-1,07004987;0,00158696
-1,06999987;0,00158696
-1,06994987;-0,01635792
-1,06989987;0,00158696
-1,06984987;0,00158696
-1,06979987;0,00158696
-1,06974987;0,00158696
-1,06969987;0,00158696
-1,06964987;0,00158696
-1,06959987;0,00158696
-1,06954987;0,00158696
-1,06949987;0,00158696
-1,06944987;0,00158696
-1,06939987;0,00158696
-1,06934987;0,00158696
-1,06929987;0,00158696
-1,06924987;0,00158696
-1,06919987;0,00158696
-1,06914987;0,00158696
-1,06909987;0,00158696
-1,06904987;0,00158696
-1,06899987;0,00158696
-1,06894987;0,00158696
-1,06889987;0,00158696
-1,06884987;0,00158696
-1,06879987;0,00158696
-1,06874987;0,00158696
-1,06869987;0,00158696
-1,06864987;0,00158696
-1,06859987;0,00158696
-1,06854987;0,00158696
-1,06849987;0,00158696
-1,06844987;0,00158696
-1,06839987;0,00158696
-1,06834987;0,00158696
-1,06829987;0,00158696
-1,06824987;0,00158696
-1,06819987;0,00158696
-1,06814987;0,00158696
-1,06809987;0,00158696
-1,06804987;0,00158696
-1,06799987;-0,01635792
-1,06794987;0,00158696
-1,06789987;0,00158696
-1,06784987;0,00158696
-1,06779987;0,00158696
-1,06774987;0,00158696
-1,06769987;0,00158696
-1,06764987;0,00158696
-1,06759987;0,00158696
-1,06754987;0,00158696
-1,06749987;0,00158696
-1,06744987;-0,01635792
-1,06739987;0,00158696
-1,06734987;0,00158696
-1,06729987;0,00158696
-1,06724987;0,00158696
-1,06719987;0,00158696
-1,06714987;0,00158696
-1,06709987;0,00158696
-1,06704987;0,00158696
-1,06699987;0,00158696
-1,06694987;0,00158696
-1,06689987;0,00158696
-1,06684987;0,00158696
-1,06679987;0,00158696
-1,06674987;0,00158696
-1,06669987;0,00158696
-1,06664987;0,00158696
-1,06659987;0,00158696
-1,06654987;0,00158696
-1,06649987;0,00158696
-1,06644987;0,00158696
-1,06639987;0,00158696
-1,06634987;0,00158696
-1,06629987;0,00158696
-1,06624987;0,00158696
-1,06619987;0,00158696
-1,06614987;0,00158696
-1,06609987;0,00158696
-1,06604987;0,00158696
-1,06599987;0,00158696
-1,06594987;0,00158696
-1,06589987;0,00158696
-1,06584987;0,00158696
-1,06579987;0,00158696
-1,06574987;0,00158696
-1,06569987;0,00158696
-1,06564987;0,00158696
-1,06559987;0,00158696
-1,06554987;-0,01635792
-1,06549987;0,00158696
-1,06544987;0,00158696
-1,06539987;0,00158696
-1,06534987;0,00158696
-1,06529987;0,00158696
-1,06524987;0,00158696
-1,06519987;0,00158696
-1,06514987;0,00158696
-1,06509987;0,00158696
-1,06504987;0,00158696
-1,06499987;0,00158696
-1,06494987;0,00158696
-1,06489987;0,00158696
-1,06484987;-0,01635792
-1,06479987;0,00158696
-1,06474987;0,00158696
-1,06469987;0,00158696
-1,06464987;0,00158696
-1,06459987;0,00158696
-1,06454987;0,00158696
-1,06449987;0,00158696
-1,06444987;0,00158696
-1,06439987;0,00158696
-1,06434987;0,00158696
-1,06429987;0,00158696
-1,06424987;0,00158696
-1,06419987;0,00158696
-1,06414987;0,00158696
-1,06409987;0,00158696
-1,06404987;0,00158696
-1,06399987;0,00158696
-1,06394987;0,00158696
-1,06389987;0,00158696
-1,06384987;0,00158696
-1,06379987;-0,01635792
-1,06374987;0,00158696
-1,06369987;0,00158696
-1,06364987;0,00158696
-1,06359987;0,00158696
-1,06354987;0,00158696
-1,06349987;0,00158696
-1,06344987;0,00158696
-1,06339987;0,00158696
-1,06334987;0,00158696
-1,06329987;-0,01635792
-1,06324987;0,00158696
-1,06319987;0,00158696
-1,06314987;0,00158696
-1,06309987;0,00158696
-1,06304987;0,00158696
-1,06299987;0,00158696
-1,06294987;0,00158696
-1,06289987;0,00158696
-1,06284987;0,00158696
-1,06279987;0,00158696
-1,06274987;0,00158696
-1,06269987;0,00158696
-1,06264987;0,00158696
-1,06259987;0,00158696
-1,06254987;0,00158696
-1,06249987;0,00158696
-1,06244987;0,00158696
-1,06239987;0,00158696
-1,06234987;0,00158696
-1,06229987;0,00158696
-1,06224987;0,00158696
-1,06219987;0,00158696
-1,06214987;0,00158696
-1,06209987;0,00158696
-1,06204987;0,00158696
-1,06199987;0,00158696
-1,06194987;0,00158696
-1,06189987;0,00158696
-1,06184987;-0,01635792
-1,06179987;0,00158696
-1,06174987;0,00158696
-1,06169987;0,00158696
-1,06164987;0,00158696
-1,06159987;0,00158696
-1,06154987;-0,01635792
-1,06149987;0,00158696
-1,06144987;0,00158696
-1,06139987;0,00158696
-1,06134987;0,00158696
-1,06129987;0,00158696
-1,06124987;0,00158696
-1,06119987;0,00158696
-1,06114987;0,00158696
-1,06109987;0,00158696
-1,06104987;0,00158696
-1,06099987;0,00158696
-1,06094987;0,00158696
-1,06089987;0,00158696
-1,06084987;0,00158696
-1,06079987;0,00158696
-1,06074987;0,00158696
-1,06069987;0,00158696
-1,06064987;0,00158696
-1,06059987;-0,01635792
-1,06054987;0,00158696
-1,06049987;0,00158696
-1,06044987;0,00158696
-1,06039987;0,00158696
-1,06034987;0,00158696
-1,06029987;0,00158696
-1,06024987;0,00158696
-1,06019987;0,00158696
-1,06014987;0,00158696
-1,06009987;0,00158696
-1,06004987;0,00158696
-1,05999987;0,00158696
-1,05994987;0,00158696
-1,05989987;0,00158696
-1,05984987;0,00158696
-1,05979987;0,00158696
-1,05974987;0,00158696
-1,05969987;0,00158696
-1,05964987;0,00158696
-1,05959987;0,00158696
-1,05954987;0,00158696
-1,05949987;0,00158696
-1,05944987;0,00158696
-1,05939987;0,00158696
-1,05934987;0,00158696
-1,05929987;0,00158696
-1,05924987;0,00158696
-1,05919987;0,00158696
-1,05914987;0,00158696
-1,05909987;0,00158696
-1,05904987;0,00158696
-1,05899987;0,00158696
-1,05894987;0,00158696
-1,05889987;0,00158696
-1,05884987;0,00158696
-1,05879987;0,00158696
-1,05874987;0,00158696
-1,05869987;0,00158696
-1,05864987;0,00158696
-1,05859987;0,00158696
-1,05854987;0,00158696
-1,05849987;0,00158696
-1,05844987;0,00158696
-1,05839987;0,00158696
-1,05834987;-0,01635792
-1,05829987;0,00158696
-1,05824987;0,00158696
-1,05819987;0,00158696
-1,05814987;0,00158696
-1,05809987;0,00158696
-1,05804987;-0,01635792
-1,05799987;-0,01635792
-1,05794987;-0,01635792
-1,05789987;0,00158696
-1,05784987;0,00158696
-1,05779987;0,00158696
-1,05774987;0,00158696
-1,05769987;-0,01635792
-1,05764987;0,00158696
-1,05759987;0,00158696
-1,05754987;0,00158696
-1,05749987;0,00158696
-1,05744987;0,00158696
-1,05739987;0,00158696
-1,05734987;0,00158696
-1,05729987;0,00158696
-1,05724987;0,00158696
-1,05719987;0,00158696
-1,05714987;0,00158696
-1,05709987;0,00158696
-1,05704987;0,00158696
-1,05699987;0,00158696
-1,05694987;0,00158696
-1,05689987;0,00158696
-1,05684987;0,00158696
-1,05679987;0,00158696
-1,05674987;0,00158696
-1,05669987;0,00158696
-1,05664987;0,00158696
-1,05659987;0,00158696
-1,05654987;0,00158696
-1,05649987;-0,01635792
-1,05644987;0,00158696
-1,05639987;0,00158696
-1,05634987;0,00158696
-1,05629987;0,00158696
-1,05624987;0,00158696
-1,05619987;0,00158696
-1,05614987;0,00158696
-1,05609987;0,00158696
-1,05604987;0,00158696
-1,05599987;0,00158696
-1,05594987;0,00158696
-1,05589987;0,00158696
-1,05584987;0,00158696
-1,05579987;0,00158696
-1,05574987;0,00158696
-1,05569987;0,00158696
-1,05564987;0,00158696
-1,05559987;0,00158696
-1,05554987;0,00158696
-1,05549987;0,00158696
-1,05544987;0,00158696
-1,05539987;0,00158696
-1,05534987;-0,01635792
-1,05529987;0,00158696
-1,05524987;0,00158696
-1,05519987;0,00158696
-1,05514987;0,00158696
-1,05509987;0,00158696
-1,05504987;0,00158696
-1,05499987;0,00158696
-1,05494987;0,00158696
-1,05489987;0,00158696
-1,05484987;0,00158696
-1,05479987;0,00158696
-1,05474987;0,00158696
-1,05469987;0,00158696
-1,05464987;0,00158696
-1,05459987;0,00158696
-1,05454987;0,00158696
-1,05449987;0,00158696
-1,05444987;0,00158696
-1,05439987;0,00158696
-1,05434987;0,00158696
-1,05429987;0,00158696
-1,05424987;0,00158696
-1,05419987;0,00158696
-1,05414987;0,00158696
-1,05409987;0,00158696
-1,05404987;0,00158696
-1,05399987;0,00158696
-1,05394987;0,00158696
-1,05389987;0,00158696
-1,05384987;0,00158696
-1,05379987;0,00158696
-1,05374987;0,00158696
-1,05369987;0,00158696
-1,05364987;0,00158696
-1,05359987;0,00158696
-1,05354987;0,00158696
-1,05349987;-0,01635792
-1,05344987;0,00158696
-1,05339987;0,00158696
-1,05334987;0,00158696
-1,05329987;0,00158696
-1,05324987;0,00158696
-1,05319987;0,00158696
-1,05314987;0,00158696
-1,05309987;0,00158696
-1,05304987;0,00158696
-1,05299987;0,00158696
-1,05294987;0,00158696
-1,05289987;0,00158696
-1,05284987;0,00158696
-1,05279987;0,00158696
-1,05274987;0,00158696
-1,05269987;0,00158696
-1,05264987;0,00158696
-1,05259987;0,00158696
-1,05254987;0,00158696
-1,05249987;0,00158696
-1,05244987;0,00158696
-1,05239987;0,00158696
-1,05234987;0,00158696
-1,05229987;0,00158696
-1,05224987;0,00158696
-1,05219987;0,00158696
-1,05214987;0,00158696
-1,05209987;0,00158696
-1,05204987;0,00158696
-1,05199987;0,00158696
-1,05194987;0,00158696
-1,05189987;0,00158696
-1,05184987;0,00158696
-1,05179987;0,00158696
-1,05174987;0,00158696
-1,05169987;0,00158696
-1,05164987;0,00158696
-1,05159987;0,00158696
-1,05154987;0,00158696
-1,05149987;0,00158696
-1,05144987;0,00158696
-1,05139987;0,00158696
-1,05134987;-0,01635792
-1,05129987;0,00158696
-1,05124987;0,00158696
-1,05119987;0,00158696
-1,05114987;0,00158696
-1,05109987;0,00158696
-1,05104987;0,00158696
-1,05099987;0,00158696
-1,05094987;0,00158696
-1,05089987;0,00158696
-1,05084987;0,00158696
-1,05079987;0,00158696
-1,05074987;0,00158696
-1,05069987;0,00158696
-1,05064987;0,00158696
-1,05059987;0,00158696
-1,05054987;0,00158696
-1,05049987;0,00158696
-1,05044987;0,00158696
-1,05039987;0,00158696
-1,05034987;0,00158696
-1,05029987;0,00158696
-1,05024987;0,00158696
-1,05019987;0,00158696
-1,05014987;0,00158696
-1,05009987;0,00158696
-1,05004987;0,00158696
-1,04999987;0,00158696
-1,04994987;0,00158696
-1,04989987;0,00158696
-1,04984987;0,00158696
-1,04979987;0,00158696
-1,04974987;0,00158696
-1,04969987;0,00158696
-1,04964987;0,00158696
-1,04959987;0,00158696
-1,04954987;0,00158696
-1,04949987;0,00158696
-1,04944987;0,00158696
-1,04939987;0,00158696
-1,04934987;0,00158696
-1,04929987;0,00158696
-1,04924987;0,00158696
-1,04919987;0,00158696
-1,04914987;0,00158696
-1,04909987;0,00158696
-1,04904987;-0,01635792
-1,04899987;0,00158696
-1,04894987;0,00158696
-1,04889987;-0,01635792
-1,04884987;0,00158696
-1,04879987;0,00158696
-1,04874987;0,00158696
-1,04869987;0,00158696
-1,04864987;0,00158696
-1,04859987;0,00158696
-1,04854987;0,00158696
-1,04849987;0,00158696
-1,04844987;-0,01635792
-1,04839987;0,00158696
-1,04834987;0,00158696
-1,04829987;0,00158696
-1,04824987;0,00158696
-1,04819987;0,00158696
-1,04814987;0,00158696
-1,04809987;0,00158696
-1,04804987;0,00158696
-1,04799987;-0,01635792
-1,04794987;0,00158696
-1,04789987;0,00158696
-1,04784987;0,00158696
-1,04779987;0,00158696
-1,04774987;0,00158696
-1,04769987;0,00158696
-1,04764987;0,00158696
-1,04759987;0,00158696
-1,04754987;0,00158696
-1,04749987;0,00158696
-1,04744987;0,00158696
-1,04739987;0,00158696
-1,04734987;0,00158696
-1,04729987;0,00158696
-1,04724987;0,00158696
-1,04719987;0,00158696
-1,04714987;0,00158696
-1,04709987;0,00158696
-1,04704987;0,00158696
-1,04699987;0,00158696
-1,04694987;0,00158696
-1,04689987;0,00158696
-1,04684987;0,00158696
-1,04679987;0,00158696
-1,04674987;0,00158696
-1,04669987;0,00158696
